ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
847 A -2,WOODROFFE AVE ,K2A2G5,Ward 7,530,4,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with secondary dwelling units in the basement,4,"563,566",3956,2107131,Construction, 2021-Jul-30
847 A ,WOODROFFE AVE ,K2A2G5,Ward 7,530,4,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with secondary dwelling units in the basement,4,"563,566",3956,2107131,Construction, 2021-Jul-30
847 B -2,WOODROFFE AVE ,K2A2G5,Ward 7,530,4,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with secondary dwelling units in the basement,4,"563,566",3956,2107131,Construction, 2021-Jul-30
847 B ,WOODROFFE AVE ,K2A2G5,Ward 7,530,4,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with secondary dwelling units in the basement,4,"563,566",3956,2107131,Construction, 2021-Jul-30
1675  ,TENTH LINE RD ,K1E3P6,Ward 1,50M-96,,CONTRACTOR UNKNOWN,Retail,Cumberland,Tenant fit up to a 1 storey retail building (Unit 22C),0,"80,000",1644,2107132,Construction, 2021-Jul-30
130  ,WILLINGDON RD ,K1M2G1,Ward 13,M-60,16,OTTAWA FINISHED BASEMENTS,Single,Rockcliffe Park,Interior alterations to a 2 storey detached dwelling (finish basement only),0,"78,999",1700,2107133,Construction, 2021-Jul-30
225  ,SKIPPER DR ,K4M0N1,Ward 21,,157,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Redwood 4 2019 B,1,"591,457",3537,2107134,Construction, 2021-Jul-30
10  ,WALLFORD WAY ,K2E6B3,Ward 9,4M-,,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to one storey detached dwelling. (Install wood insert into fireplace),0,"5,000",0,2107135,Construction, 2021-Jul-30
73  ,RIDEAU ST ,K1N5W8,Ward 12,4M-,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit-up on the 2nd floor of a 3 storey retail building,0,"80,000",1161,2107136,Construction, 2021-Jul-30
242  ,SKIPPER DR ,K4M0M9,Ward 21,4M1677,111,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 1 Storey Single with attached garage  Model: Butternut II 2019 C,1,"271,899",1626,2107137,Construction, 2021-Jul-30
240  ,SKIPPER DR ,K4M0M9,Ward 21,,110,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Noble 2019 C,1,"543,465",3250,2107138,Construction, 2021-Jul-30
50  ,ELMBANK CRES ,K2G3P6,Ward 8,4M-,,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to 2 storey detached dwelling.,0,"55,000",0,2107139,Construction, 2021-Jul-30
3771  ,SPRATT RD ,K1V2P3,Ward 22,4M-,,CONTRACTOR UNKNOWN,Retail,Gloucester,Interior renovations to base building of 1 storey retail building (install demising partition to create 2 units),0,"25,000",10,2107140,Construction, 2021-Jul-30
238  ,SKIPPER DR ,K4M0M9,Ward 21,4M1677,109,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Noble 2019 B,1,"543,465",3250,2107141,Construction, 2021-Jul-30
2709  ,STEVENAGE DR ,K1G3N2,Ward 10,4M-,3,CONTRACTOR UNKNOWN,Office,Gloucester,PLUMBING ONLY - Install a premise isolation device on the domestic water supply,0,"8,000",0,2107142,Construction, 2021-Jul-30
2211  ,THURSTON DR ,K1G6C9,Ward 10,4M-,2,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY - Install a premise isolation device on the domestic water supply,0,"8,000",0,2107143,Construction, 2021-Jul-30
236  ,SKIPPER DR ,K4M0M9,Ward 21,4M1677,108,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Oak 4 2019 B,1,"552,662",3305,2107144,Construction, 2021-Jul-30
1  ,MERIDIAN PL ,K2G6N1,Ward 8,,,TREMBLAY FIRE SOLUTIONS LTD.,Office,Nepean,PLUMBING ONLY - To install a Premise Isolation Backflow Prevention Device,0,"13,000",1,2107145,Construction, 2021-Jul-30
234  ,SKIPPER DR ,K4M0M9,Ward 21,4M1677,107,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Mulberry 2019 B,1,"552,662",3305,2107146,Construction, 2021-Jul-30
107  ,MCCURDY DR ,,Ward 23,,30,R. K. PORTER GENERAL CONTRACTING,Apartment,Kanata,Construct a 3 storey apartment building and underground parking garage (Building B),6,"1,617,260",10129,2107147,Construction, 2021-Jul-30
232  ,SKIPPER DR ,K4M0M9,Ward 21,4M1677,106,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Noble 2019 C,1,"543,465",3250,2107148,Construction, 2021-Jul-30
2870  ,SHEFFIELD RD ,K1B3V9,Ward 18,4M-,,ARGUE CONSTRUCTION LTD,Industrial,Old Ottawa,Construct a 2 storey industrial building (Ray Neon Signs - Warehouse),0,"3,724,813",33400,2107149,Construction, 2021-Jul-30
228  ,SKIPPER DR ,K4M0M9,Ward 21,4M1677,104,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Magnolia 2019 4 bedroom C,1,"506,509",3029,2107150,Construction, 2021-Jul-30
226  ,SKIPPER DR ,K4M0M9,Ward 21,4M1677,103,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Elderberry II 2019 A,1,"532,094",3182,2107152,Construction, 2021-Jul-30
1239  ,DONALD ST ,K1J8W3,Ward 11,4M-,,CONTRACTOR UNKNOWN,Retail,Gloucester,Exterior alterations to a 1-storey restaurant (Tim Horton's drive thru alterations),0,"7,500",1,2107153,Construction, 2021-Jul-30
500  ,BOBOLINK RIDGE ,K2S2N3,Ward 6,,WS294,RICHCRAFT HOMES LIMITED,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Cedarbreeze 2016 C,1,"446,142",2668,2107154,Construction, 2021-Jul-30
919  ,ORVIETO WAY ,K2S2W6,Ward 21,tbd,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: T10 2020 A,T9 2020 A,T6 2020 A,T1 2020 A",4,"879,204",6760,2107155,Construction, 2021-Jul-30
921  ,ORVIETO WAY ,K2S2W6,Ward 21,tbd,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: T10 2020 A,T9 2020 A,T6 2020 A,T1 2020 A",4,"879,204",6760,2107155,Construction, 2021-Jul-30
923  ,ORVIETO WAY ,K2S2W6,Ward 21,tbd,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: T10 2020 A,T9 2020 A,T6 2020 A,T1 2020 A",4,"879,204",6760,2107155,Construction, 2021-Jul-30
925  ,ORVIETO WAY ,K2S2W6,Ward 21,tbd,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: T10 2020 A,T9 2020 A,T6 2020 A,T1 2020 A",4,"879,204",6760,2107155,Construction, 2021-Jul-30
112  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 DA,Haven 2020 DA,Laguna 2020 DA,Monterey 2020 DC,Laguna 2020 DD,Monterey 2020 DB",6,"1,095,362",8422,2107156,Construction, 2021-Jul-30
114  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 DA,Haven 2020 DA,Laguna 2020 DA,Monterey 2020 DC,Laguna 2020 DD,Monterey 2020 DB",6,"1,095,362",8422,2107156,Construction, 2021-Jul-30
116  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 DA,Haven 2020 DA,Laguna 2020 DA,Monterey 2020 DC,Laguna 2020 DD,Monterey 2020 DB",6,"1,095,362",8422,2107156,Construction, 2021-Jul-30
118  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 DA,Haven 2020 DA,Laguna 2020 DA,Monterey 2020 DC,Laguna 2020 DD,Monterey 2020 DB",6,"1,095,362",8422,2107156,Construction, 2021-Jul-30
120  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 DA,Haven 2020 DA,Laguna 2020 DA,Monterey 2020 DC,Laguna 2020 DD,Monterey 2020 DB",6,"1,095,362",8422,2107156,Construction, 2021-Jul-30
122  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2020 DA,Haven 2020 DA,Laguna 2020 DA,Monterey 2020 DC,Laguna 2020 DD,Monterey 2020 DB",6,"1,095,362",8422,2107156,Construction, 2021-Jul-30
168  ,FINSBURY AVE ,K2S2P5,Ward 6,,WS257,RICHCRAFT HOMES LIMITED,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Spoke 2021 F,1,"649,315",3883,2107157,Construction, 2021-Jul-30
125  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,4M-1670,7,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Stanley 2020 D,1,"413,702",2474,2107158,Construction, 2021-Jul-30
129  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,,6,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Georgian 2020 A,1,"390,625",2336,2107159,Construction, 2021-Jul-30
133  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,,5,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Waverley 2020 C 4 bed,1,"439,621",2629,2107160,Construction, 2021-Jul-30
849  ,ARTEMIS CIR ,K4M0H7,Ward 21,4M-,,"ARMSTRONG, LOUIS&PAUL",Single,Rideau,Construct a deck on a 1 storey detached dwelling (Rear yard),0,"10,000",280,2107161,Construction, 2021-Jul-30
887  ,PERCIVAL CRES ,K4M0G3,Ward 21,4M-,,CONTRACTOR UNKNOWN,Single,Rideau,Construct a deck (rear yard),0,"20,000",151,2107162,Construction, 2021-Jul-30
137  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,,4,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Clairmont 4 2020 B,1,"371,562",2222,2107163,Construction, 2021-Jul-30
438  ,LOCKMASTER CRES ,K4M1L8,Ward 21,4M-1249,20,***CONTRACTOR***,Detached Garage/Shed,Nepean,Construct a pool house (rear yard),0,"35,000",544,2107164,Construction, 2021-Jul-30
141  ,MAYNOOTH CRT ,K2J6Y4,Ward 21,4M-1670,3,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Kinghurst 3 2020 B,1,"297,986",1782,2107165,Construction, 2021-Jul-30
115  ,ECHO DR ,K1S1M7,Ward 17,4M-,,UNIFORM URBAN DEVELOPMENTS LTD.,Apartment,Old Ottawa,EXCAVATION/SHORING ONLY: Construct a 6 storey apartment building,0,0,0,2107166,Construction, 2021-Aug-03
250  ,DARJEELING AVE ,K2J6Z1,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oliver 2018 mid,Oliver 2018 mid,Oliver 2018 end,Oliver 2018 end",4,"937,472",7208,2107167,Construction, 2021-Aug-03
252  ,DARJEELING AVE ,K2J6Z1,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oliver 2018 mid,Oliver 2018 mid,Oliver 2018 end,Oliver 2018 end",4,"937,472",7208,2107167,Construction, 2021-Aug-03
254  ,DARJEELING AVE ,K2J6Z1,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oliver 2018 mid,Oliver 2018 mid,Oliver 2018 end,Oliver 2018 end",4,"937,472",7208,2107167,Construction, 2021-Aug-03
256  ,DARJEELING AVE ,K2J6Z1,Ward 3,4M-,,CLARIDGE HOMES (SOUTH NEPEAN) LP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oliver 2018 mid,Oliver 2018 mid,Oliver 2018 end,Oliver 2018 end",4,"937,472",7208,2107167,Construction, 2021-Aug-03
6094  ,HERBERTS CORNERS RD ,K4P1H3,Ward 20,4M-,15,CONTRACTOR UNKNOWN,Single,Osgoode,Construct foundation for relocated 1 storey detached (interior alterations and add decks),1,"121,028",2500,2107169,Construction, 2021-Aug-03
824  ,RIVER RD ,K4M1B2,Ward 22,667,1,CONTRACTOR UNKNOWN,Single,Gloucester,PLUMBING ONLY - to connect to City water services,0,0,0,2107170,Construction, 2021-Aug-03
506  ,CLARENCE ST E,K1N5S2,Ward 12,43586,PT LOT 15,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (install a load bearing beam),0,"6,000",0,2107171,Construction, 2021-Aug-03
4114  ,RAMSAYVILLE RD ,K1G3N4,Ward 20,,17,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a 2 storey detached dwelling,1,"460,028",2475,2107172,Construction, 2021-Aug-03
2254  ,ALTA VISTA DR ,K1H7M1,Ward 18,618,PT LOT 1,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY: Install a sanitary backwater valve in a 2 storey detached dwelling,0,0,0,2107173,Construction, 2021-Aug-03
596  ,PENNYCROSS LANE ,K0A1L0,Ward 5,,,TREVI CONSTRUCTION,Single,West Carleton,Install an enclosure for an inground pool,0,0,0,2107174,Pool Enclosure, 2021-Aug-03
1625  ,SUNVIEW DR ,K1C5C6,Ward 2,4M-447,119,JL CONSTRUCTION,Single,Gloucester,Construct a deck (rear yard),0,"40,000",160,2107175,Construction, 2021-Aug-03
341  ,EAGLEHEAD CRES ,K2S2J2,Ward 6,4M1597,42,TREVI GATINEAU,Single,Goulbourn,Install an enclosure for an above ground pool (rear yard),0,0,0,2107176,Pool Enclosure, 2021-Aug-03
449  ,FERNSIDE ST ,K1T0L8,Ward 20,4M-1492,,CONTRACTOR UNKNOWN,Rowhouse,Gloucester,Construct a deck on 2 storey rowhouse (rear yard),0,"3,000",225,2107177,Construction, 2021-Aug-03
1165  ,MARCHANT DR ,K4A4A7,Ward 19,,,***CONTRACTOR***,Single,Cumberland,Install an enclosure for a hot tub (rear yard),0,0,0,2107178,Pool Enclosure, 2021-Aug-03
244  ,QUEEN ST ,K1P5E4,Ward 14,3922,E PT LOT 1,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY - To intall a Premise Isolation Backflow Prevention Device on the domestic water supply,0,0,0,2107179,Construction, 2021-Aug-03
246  ,QUEEN ST ,K1P5E4,Ward 14,3922,E PT LOT 1,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY - To intall a Premise Isolation Backflow Prevention Device on the domestic water supply,0,0,0,2107179,Construction, 2021-Aug-03
1950  ,RAYMOND LABROSSE ST ,K1W1C3,Ward 2,4M743,87,***CONTRACTOR***,Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,2107180,Pool Enclosure, 2021-Aug-03
1994  ,GARDENWAY DR ,K4A3A5,Ward 19,50M-162,164,***CONTRACTOR***,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,2107181,Pool Enclosure, 2021-Aug-03
28  ,ALON ST ,K2S1L2,Ward 6,4M-864,85,***CONTRACTOR***,Single,Goulbourn,Install an enclosure for an above ground pool (rear yard),0,0,0,2107182,Pool Enclosure, 2021-Aug-03
742  ,BRIAN GOOD AVE ,K4M0E3,Ward 22,,RS55,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Hobart 2021 C,1,"393,803",2355,2107183,Construction, 2021-Aug-03
126  ,WABIKON CRES ,K1X0H8,Ward 22,,,PATHWAYS REGIONAL INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Everitt 2019 end unit,Juniper 2019 int unit,Pandora 2019 int unit,Levi 2019 int unit,Atticus 2019 end unit",5,"1,054,395",8107,2107184,Construction, 2021-Aug-03
128  ,WABIKON CRES ,K1X0H8,Ward 22,,,PATHWAYS REGIONAL INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Everitt 2019 end unit,Juniper 2019 int unit,Pandora 2019 int unit,Levi 2019 int unit,Atticus 2019 end unit",5,"1,054,395",8107,2107184,Construction, 2021-Aug-03
130  ,WABIKON CRES ,K1X0H8,Ward 22,,,PATHWAYS REGIONAL INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Everitt 2019 end unit,Juniper 2019 int unit,Pandora 2019 int unit,Levi 2019 int unit,Atticus 2019 end unit",5,"1,054,395",8107,2107184,Construction, 2021-Aug-03
132  ,WABIKON CRES ,K1X0H8,Ward 22,,,PATHWAYS REGIONAL INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Everitt 2019 end unit,Juniper 2019 int unit,Pandora 2019 int unit,Levi 2019 int unit,Atticus 2019 end unit",5,"1,054,395",8107,2107184,Construction, 2021-Aug-03
134  ,WABIKON CRES ,K1X0H8,Ward 22,,,PATHWAYS REGIONAL INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Everitt 2019 end unit,Juniper 2019 int unit,Pandora 2019 int unit,Levi 2019 int unit,Atticus 2019 end unit",5,"1,054,395",8107,2107184,Construction, 2021-Aug-03
575  ,DUFF CRES ,K1J7C6,Ward 11,,,***CONTRACTOR***,Single,Gloucester,Install an enclosure for a hot tub (rear yard),0,0,0,2107185,Pool Enclosure, 2021-Aug-03
1233  ,WHITMORE AVE ,K2C2N6,Ward 8,386705,1032,CENTRETOWN CONSTRUCTION LTD,Single,Old Ottawa,Install an enclosure for a hot tub (rear yard),0,0,0,2107186,Pool Enclosure, 2021-Aug-03
310  ,WEST LAKE CIR ,K0A1L0,Ward 5,,,"HARGADON, SAM",Single,West Carleton,Install an enclosure for an in ground pool (rear yard),0,0,0,2107187,Pool Enclosure, 2021-Aug-03
6720  ,NOTRE DAME ST ,K1C1H3,Ward 2,,PT LOT 5,"NAUD, CHRISTIAN",Single,Gloucester,Install an enclosure for a hot tub (rear yeard),0,0,0,2107188,Pool Enclosure, 2021-Aug-03
1166  ,HIGHCROFT DR ,,Ward 21,,1,CONTRACTOR UNKNOWN,Demolition,Rideau,Demolish 1 storey detached dwelling,-1,"20,000",-1804,2107189,Demolition, 2021-Aug-03
122  ,PIAZZA CIR ,K2J5S2,Ward 22,,,"GRANDMAISON, DOMINIC",Single,Nepean,Install an enclosure for an inground pool (rear yard),0,0,0,2107190,Pool Enclosure, 2021-Aug-03
803  ,PETRA PRIV ,K2T0G3,Ward 4,,,"GRANDMAISON, DOMINIC",Rowhouse,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,2107191,Pool Enclosure, 2021-Aug-03
18  ,ROYCROFT WAY ,K2W1C7,Ward 5,,,"GRANDMAISON, DOMINIC",Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,2107192,Pool Enclosure, 2021-Aug-03
1164  ,HIGHCROFT DR ,,Ward 21,,1,CONTRACTOR UNKNOWN,Demolition,Rideau,Demolish 1 storey detached dwelling,-1,"20,000",-1792,2107193,Demolition, 2021-Aug-03
90  ,BURKE ST E,,Ward 21,D-19,,FENCE ALL,Single,Goulbourn,Install an enclosure for a hot tub (rear yard),0,0,0,2107194,Pool Enclosure, 2021-Aug-03
1854  ,CHAINE CRT ,K1C2N3,Ward 2,,,***CONTRACTOR***,Single,Gloucester,Install an enclosure for a hot tub (rear yard),0,0,0,2107195,Pool Enclosure, 2021-Aug-03
652  ,MEADOWRIDGE CIR ,K0A1L0,Ward 5,4M-1498,37,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a 1 storey detached dwelling,1,"363,379",2855,2107196,Construction, 2021-Aug-04
40  ,HINES RD ,K2K2M5,Ward 4,4M-,,CONTRACTOR UNKNOWN,Office,Kanata,Interior alterations to replace fire alarm control panel in a 5 storey office building,0,"14,851",0,2107197,Construction, 2021-Aug-04
2760  ,PIERRETTE DR ,K4C1B6,Ward 19,50M-204,1,***CONTRACTOR***,Single,Cumberland,Construct a 1 storey detached dwelling,1,"402,409",2165,2107198,Construction, 2021-Aug-04
12  ,HOBIN ST ,K2S0S1,Ward 6,4M-,,CONTRACTOR UNKNOWN,Single,Goulbourn,"Finish unfinished portion of basement in a 1 storey detached dwelling (recreational room, storage space)",0,"10,874",234,2107199,Construction, 2021-Aug-04
95  ,DE LA COTE-DES-NEIGES RD ,K2G2C9,Ward 8,375,1209,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 2 storey detached dwelling,1,"720,808",5039,2107200,Construction, 2021-Aug-04
226  ,MONTFORT ST ,K1L5P4,Ward 12,240,140,CONTRACTOR UNKNOWN,Single,Vanier,Interior and exterior alterations in the basement of a 2 storey detached dwellling (lowering/underpinning and install a new window),0,"100,000",480,2107201,Construction, 2021-Aug-04
250  ,TREMBLAY RD ,K1G3J8,Ward 18,320,58 TO 71,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 4th E and 5th W floors of an existing 6 storey office building,0,"1,375,284",14191,2107202,Construction, 2021-Aug-04
400  ,GIDRAN CIR ,K2V0P5,Ward 6,4M-1637,263,CONTRACTOR UNKNOWN,Single,Kanata,Construct a 2 storey detached dwelling,1,"426,014",2292,2107203,Construction, 2021-Aug-04
250  ,TREMBLAY RD ,K1G3J8,Ward 18,320,58 TO 71,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations in a 6 storey office building (replace Main Fire Alarm Panel only),0,"39,000",1,2107204,Construction, 2021-Aug-04
1960  ,SCOTT ST ,K1Z8L8,Ward 15,4M-,32,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Tenant fit-up on the ground floor of a 25 storey apartment building (Natural Food Pantry),0,"350,000",4565,2107206,Construction, 2021-Aug-04
403  ,GIDRAN CIR ,K2V0P5,Ward 6,4M-1637,265,CARDEL HOMES INC. OTTAWA DIVISION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Nichols 2018 A2,1,"408,518",2443,2107207,Construction, 2021-Aug-04
131  ,NORTHWESTERN AVE ,K1Y0M1,Ward 15,331,S PT LOT 43,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,"22,000",-1474,2107208,Demolition, 2021-Aug-04
131  ,NORTHWESTERN AVE ,K1Y0M1,Ward 15,331,S PT LOT 43,SANCHEZ HOMES,Single,Old Ottawa,Construct a 3 storey detached dwelling with a finished basement (4 bedrooms total),1,"912,021",5824,2107209,Construction, 2021-Aug-04
4454  ,INNES RD ,K4A4C5,Ward 19,4M-,,CONTRACTOR UNKNOWN,Retail,Cumberland,Exterior alterations to a 1-storey restaurant (Tim Horton's drive thru alterations),0,"7,500",1,2107210,Construction, 2021-Aug-04
221  ,CHANDLER AVE ,K2C0G3,Ward 16,512,50,***CONTRACTOR***,Single,Old Ottawa,"Construct an addition, a deck and interior alterations in a 2 storey detached dwelling",0,"485,739",2399,2107211,Construction, 2021-Aug-04
1024  ,BLANDING ST ,,Ward 4,4M-,,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: The Palmer Unit C4 2016,The Palmer Unit C4 2016,The Minden 2017 F1,The Minden 2017 F2,The Minden 2017 F2",5,"1,120,853",8618,2107212,Construction, 2021-Aug-04
1026  ,BLANDING ST ,,Ward 4,4M-,,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: The Palmer Unit C4 2016,The Palmer Unit C4 2016,The Minden 2017 F1,The Minden 2017 F2,The Minden 2017 F2",5,"1,120,853",8618,2107212,Construction, 2021-Aug-04
